"Name","Model","log_BF","BF","df","df_diff","Chi2","p","iv","dv","dframe"
"..3","lmerModLmerTest",-9.02080972815384,0.000120868216206338,7,2,0.114511209027114,0.944352657713183,"trial_sd_angle_sd","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_x_flips","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-6.58462970987057,0.00138143880605866,5,2,4.98687124559001,0.0826256079582493,"trial_sd_x_flips","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-8.86007111862455,0.000141944968873086,7,2,0.435988428085693,0.804130094315371,"trial_sd_x_flips","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_y_flips","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-8.04686108888745,0.000320105128715617,5,2,2.06240848755624,0.356577295920551,"trial_sd_y_flips","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-9.07110834152991,0.000114939076271709,7,2,0.0139139822749712,0.993067152703417,"trial_sd_y_flips","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"clicks","valence","iqr_out_2.5"
"..2","lmerModLmerTest",-2.79313476151128,0.0612289745273834,5,2,12.5698611423104,0.00186418639359317,"clicks","valence","iqr_out_2.5"
"..3","lmerModLmerTest",-8.42360895801903,0.000219620619280007,7,2,1.3089127492949,0.519724521230334,"clicks","valence","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"task_angle_sd","valence","iqr_out_2.5"
"..2","lmerModLmerTest",-7.94351485659718,0.000354956661367167,5,2,2.26910095213861,0.321566640749819,"task_angle_sd","valence","iqr_out_2.5"
